returns,volatility,volume_ratio,regime
-0.016721243042000494,0.07461946165725414,2.9388443951062726,1
0.018524308044831846,0.11211107880864674,3.386794656418899,0
0.018381529659755372,0.06062954892353628,1.4084663872670988,0
-0.0049148612817188865,0.3140759179376214,0.9540664741603074,3
0.007982722287041418,0.2597072324763894,0.5768277489561375,2
0.0011926073984034826,0.05869097246386329,1.0753501436422475,2
-0.01138899548984221,0.1455236661900776,0.6945941015352717,1
0.0019224155388196673,0.13842222759054051,0.18926382522743043,2
0.07852475412872653,0.11762615873543354,1.2176467749167024,0
-0.003958754579693638,0.15141367201761174,0.9366432391621214,2
0.026109576143086583,0.10149659815588803,0.3096368523078047,0
0.024893591614735734,0.08365900930964135,0.47561181170607836,0
-0.0006456122209894065,0.22718809225175754,1.3902866855622855,2
-0.03753105412083748,0.18066839319668698,1.8856371724908554,1
-0.004184437474890556,0.0899776899982581,0.47671540395552797,2
0.007583062374522482,0.41228067900527354,2.4225197371381153,3
-0.007411655248015657,0.42171818391492266,0.5267894245255458,3
-0.006857577231151282,0.1312794515237421,0.7325092082661033,2
-0.026449159134871402,0.12515191160313321,0.1645623865189871,1
0.011474888420088264,0.2236451837661416,0.46393949506612986,0
0.0006942749750512373,0.06996731226748001,1.7382938453595154,2
-0.015254495571324285,0.20482776305552597,0.8896426499340376,1
0.03708185132668377,0.25090337191343304,0.9622427306858691,2
-0.006427716833059869,0.07977086148431878,0.5899820320441055,2
-0.04996122034985879,0.13930422199385806,0.5458957494244542,1
0.01987564429060878,0.20689414040734008,1.9410332319688561,0
0.006934199552098398,0.27904720870456295,0.33861907236982985,2
0.009873096952863017,0.08685528010892861,0.9365801598714202,2
0.017529112910058712,0.24147123482075994,0.5583192800613462,0
-0.022874524146413236,0.33921359164866216,0.7255686710109548,3
0.04341885434995628,0.5203380095116049,1.997424106329209,3
0.0020840220790375214,0.1427765877763861,0.8822021017923297,2
0.0030745021189105583,0.14946573098222923,0.26108872692174545,2
0.042845407172237275,0.15873178576174302,0.6237844760480511,0
0.015833253879258716,0.23267035096230892,1.5445356300910302,0
0.02426195399958367,0.13950683121335922,0.6188201246936118,0
0.01993717546931616,0.19538202463798773,0.8644863927990784,0
-0.0027489702925538374,0.2519175993196584,0.5232735367812179,2
0.013373096095158132,0.13141721910212062,1.440458060603768,0
0.027726987945256867,0.0021563845464104836,0.8473575989522436,0
-0.0067824455854007745,0.391202577451923,0.41609898301126197,3
0.008972715290290546,0.18275736027622363,0.352603354681135,2
